Firm,Period,Code,ICB Sector,ROA_in_percent,TA,Total_Liabilities,Operating_Income,FCF,Return_EndCurrQ,Return_BegNextQ,USE
INRU.JK,2020Q3,INRU.JK2020Q3,Industrial Materials,-0.228111615,6.62029E+12,4.53007E+12,-20149780000,-15598000000,0.084337349,0.13253012,TRUE
INRU.JK,2020Q4,INRU.JK2020Q4,Industrial Materials,-1.341420552,6.87807E+12,4.78318E+12,-62847400000,-1.20516E+11,0.188888889,0.138297872,TRUE
INRU.JK,2021Q1,INRU.JK2021Q1,Industrial Materials,2.838429124,6.5235E+12,4.36315E+12,16061760000,1.64956E+11,-0.121495327,-0.121495327,TRUE
INTA.JK,2020Q1,INTA.JK2020Q1,0,-8.117475391,4.0551E+12,4.35158E+12,-93044000000,-3.33658E+11,-0.240963855,-0.17826087,TRUE
INTA.JK,2020Q2,INTA.JK2020Q2,0,-0.573264046,4.09507E+12,4.4142E+12,-15653000000,-2759000000,-0.259259259,-0.259259259,TRUE
INTA.JK,2020Q3,INTA.JK2020Q3,0,-2.017008471,3.91223E+12,4.30446E+12,-57336000000,-64510000000,-0.15,-0.207142857,TRUE
INTA.JK,2020Q4,INTA.JK2020Q4,0,-2.053873853,3.77948E+12,4.24304E+12,-40322000000,-62936000000,-0.201680672,-0.130630631,TRUE
INTA.JK,2021Q1,INTA.JK2021Q1,0,-25.15614329,2.88844E+12,4.0214E+12,-1.98997E+11,-8.10316E+11,-0.157894737,-0.170984456,TRUE
INTD.JK,2020Q1,INTD.JK2020Q1,Leisure Goods,0.727891306,48302687560,6490409440,478398670,553800790,-0.371428571,-0.367816092,TRUE
INTD.JK,2020Q2,INTD.JK2020Q2,Leisure Goods,-4.635202695,49830173930,9932594280,-2425759540,-2036102220,-0.240909091,-0.195454545,TRUE
INTD.JK,2020Q3,INTD.JK2020Q3,Leisure Goods,-3.264819787,43939590410,4756940430,-1530678500,-1320491610,0.071856287,0.011299435,TRUE
INTD.JK,2020Q4,INTD.JK2020Q4,Leisure Goods,-4.961095897,42082606470,6400841000,56933190,-1950429650,-0.418994413,-0.402234637,TRUE
INTD.JK,2021Q1,INTD.JK2021Q1,Leisure Goods,1.761007923,44070159790,7618633440,865263050,957165330,-0.019230769,-0.112149533,TRUE
INTP.JK,2020Q1,INTP.JK2020Q1,Construction and Materials,1.45375462,2.73816E+13,3.89892E+12,3.86374E+11,5.08949E+11,-0.342969722,-0.34278,TRUE
INTP.JK,2020Q2,INTP.JK2020Q2,Construction and Materials,0.255782002,2.70374E+13,3.49925E+12,-8599000000,1.2461E+11,-0.056000096,-0.055441446,TRUE
INTP.JK,2020Q3,INTP.JK2020Q3,Construction and Materials,2.423300115,2.63376E+13,3.99272E+12,7.36028E+11,-9.59327E+11,-0.08145603,-0.023509445,TRUE
INTP.JK,2020Q4,INTP.JK2020Q4,Construction and Materials,2.56915413,2.73447E+13,5.16842E+12,7.62142E+11,2.01912E+11,0.413880677,0.367030483,TRUE
INTP.JK,2021Q1,INTP.JK2021Q1,Construction and Materials,1.285069441,2.73321E+13,4.80423E+12,3.95492E+11,6.44483E+11,-0.155440448,-0.137931032,TRUE
IPCC.JK,2020Q1,IPCC.JK2020Q1,Industrial Transportation,1.266221232,1.95796E+12,8.64287E+11,27937718000,-6887105000,-0.591176449,-0.608823542,TRUE
IPCC.JK,2020Q2,IPCC.JK2020Q2,Industrial Transportation,-1.0631497,1.92519E+12,8.52158E+11,-24780691000,4450545000,0.618704997,0.6090226,TRUE
IPCC.JK,2020Q3,IPCC.JK2020Q3,Industrial Transportation,-1.718587787,1.8563E+12,8.26424E+11,-58574427000,-17963464000,-0.13952472,-0.075627142,TRUE
IPCC.JK,2020Q4,IPCC.JK2020Q4,Industrial Transportation,0.486695027,1.82505E+12,8.20116E+11,37695865000,16794526000,0.440217391,0.409574468,TRUE
IPCC.JK,2021Q1,IPCC.JK2021Q1,Industrial Transportation,0.96581644,1.87985E+12,8.57024E+11,15459453000,43419290000,0.094339623,0.103773585,TRUE
IPCM.JK,2020Q1,IPCM.JK2020Q1,Industrial Transportation,1.726043947,1.2793E+12,1.06014E+11,17787726000,-69012813000,-0.325714313,-0.345945986,TRUE
IPCM.JK,2020Q2,IPCM.JK2020Q2,Industrial Transportation,2.419748653,1.3945E+12,1.99892E+11,34577900000,8713317000,0.711864492,0.619834724,TRUE
IPCM.JK,2020Q3,IPCM.JK2020Q3,Industrial Transportation,1.55009756,1.41419E+12,2.82784E+11,36811948000,19441479000,0.221769147,0.227157516,TRUE
IPCM.JK,2020Q4,IPCM.JK2020Q4,Industrial Transportation,1.121141224,1.37301E+12,2.81226E+11,19884718000,32699199000,0.521591702,0.543742812,TRUE
IPCM.JK,2021Q1,IPCM.JK2021Q1,Industrial Transportation,0.754440415,1.40829E+12,2.77235E+11,14546161000,-18503209000,-0.15730333,-0.130681827,TRUE
IPOL.JK,2020Q1,IPOL.JK2020Q1,General Industrials,0.400336193,4.47085E+12,1.67225E+12,49892770400,49645290000,-0.43010749,-0.43010749,TRUE
IPOL.JK,2020Q2,IPOL.JK2020Q2,General Industrials,0.527896332,3.86276E+12,1.90854E+12,44030212000,46521667000,0.358490439,0.3396226,TRUE
IPOL.JK,2020Q3,IPOL.JK2020Q3,General Industrials,0.724877947,4.08536E+12,1.61505E+12,54266576400,51698294800,0.166666714,0.197183111,TRUE
IPOL.JK,2020Q4,IPOL.JK2020Q4,General Industrials,1.434585387,3.93844E+12,1.67749E+12,54174755600,51014874400,0.904761939,1.211764696,TRUE
IPOL.JK,2021Q1,IPOL.JK2021Q1,General Industrials,0.802390137,4.13585E+12,1.5734E+12,92130480000,84914060400,0.100000046,-0.127659591,TRUE
ISAT.JK,2020Q1,ISAT.JK2020Q1,Telecommunications Service Providers,-0.958947504,6.08787E+13,4.87317E+13,1.9632E+11,1.66394E+11,-0.465635739,-0.459930314,TRUE
ISAT.JK,2020Q2,ISAT.JK2020Q2,Telecommunications Service Providers,0.451643542,6.10795E+13,4.86786E+13,8.91525E+11,1.89749E+12,0.511254019,0.496774194,TRUE
ISAT.JK,2020Q3,ISAT.JK2020Q3,Telecommunications Service Providers,-0.163296289,6.18431E+13,4.9556E+13,6.6735E+11,5.99162E+11,-0.153191489,-0.107758621,TRUE
ISAT.JK,2020Q4,ISAT.JK2020Q4,Telecommunications Service Providers,-0.34044595,6.27787E+13,5.09083E+13,6.44134E+11,-9.12256E+11,1.537688442,1.801932367,TRUE
ISAT.JK,2021Q1,ISAT.JK2021Q1,Telecommunications Service Providers,0.323279662,6.28914E+13,5.08206E+13,9.29346E+11,4.46622E+11,0.242574257,0.103448276,TRUE
ISSP.JK,2020Q1,ISSP.JK2020Q1,Industrial Metals and Mining,-1.174694011,6.38002E+12,3.3259E+12,1.40294E+11,5020000000,-0.402173927,-0.204301119,TRUE
ISSP.JK,2020Q2,ISSP.JK2020Q2,Industrial Metals and Mining,1.227190978,6.30619E+12,3.3573E+12,-34135000000,-71873000000,0.127272738,-0.175675669,TRUE
ISSP.JK,2020Q3,ISSP.JK2020Q3,Industrial Metals and Mining,0.744668771,6.26047E+12,3.20563E+12,1.50886E+11,91741000000,-0.064516189,-0.040983566,TRUE
ISSP.JK,2020Q4,ISSP.JK2020Q4,Industrial Metals and Mining,2.049270022,6.0766E+12,3.1131E+12,1.00093E+11,52463000000,0.379310394,0.435897336,TRUE
ISSP.JK,2021Q1,ISSP.JK2021Q1,Industrial Metals and Mining,1.845693716,5.76621E+12,2.74134E+12,1.43888E+11,1.46958E+11,0.168749982,0.148809612,TRUE
ITIC.JK,2020Q1,ITIC.JK2020Q1,Tobacco,0.392785441,4.62035E+11,1.99219E+11,7526941750,3678888160,0.403846154,0.323193916,TRUE
ITIC.JK,2020Q2,ITIC.JK2020Q2,Tobacco,0.598340765,4.73406E+11,2.02966E+11,11329519520,3481572050,-0.605479452,-0.614942529,TRUE
ITIC.JK,2020Q3,ITIC.JK2020Q3,Tobacco,1.862460975,4.89877E+11,2.10615E+11,16502499440,9641937190,-0.572916667,-0.518656716,TRUE
ITIC.JK,2020Q4,ITIC.JK2020Q4,Tobacco,-1.494698551,5.05077E+11,2.25251E+11,2101935000,-7507446890,0.056910569,0,TRUE
ITIC.JK,2021Q1,ITIC.JK2021Q1,Tobacco,0.383930051,5.10404E+11,2.28782E+11,8116652390,1004331680,-0.207692308,-0.201550388,TRUE
ITMG.JK,2020Q1,ITMG.JK2020Q1,"Oil, Gas and Coal",1.179720506,2.01984E+13,5.99558E+12,7.25937E+11,4.44208E+11,-0.294117636,-0.286343558,TRUE
ITMG.JK,2020Q2,ITMG.JK2020Q2,"Oil, Gas and Coal",1.141406246,1.74225E+13,5.09222E+12,2.37643E+11,3.52969E+11,-0.063656774,-0.043874816,TRUE
ITMG.JK,2020Q3,ITMG.JK2020Q3,"Oil, Gas and Coal",0.839207063,1.75082E+13,4.57869E+12,1.91866E+11,3.511E+11,0.147887397,0.131034459,TRUE
ITMG.JK,2020Q4,ITMG.JK2020Q4,"Oil, Gas and Coal",-0.068678675,1.62672E+13,4.27508E+12,-23460840000,-1.39768E+11,0.762486621,0.726443858,TRUE
ITMG.JK,2021Q1,ITMG.JK2021Q1,"Oil, Gas and Coal",3.563608013,1.74451E+13,4.50042E+12,9.26303E+11,8.32896E+11,-0.175090271,-0.142857091,TRUE
JAST.JK,2020Q1,JAST.JK2020Q1,Telecommunications Service Providers,-3.239068405,1.4802E+11,60278141130,5806476930,19480505960,-0.592982456,-0.618374558,TRUE
JAST.JK,2020Q2,JAST.JK2020Q2,Telecommunications Service Providers,-2.311778616,1.57093E+11,63216273030,-4288948400,-1747064850,-0.806896552,-0.801851852,TRUE
JAST.JK,2020Q3,JAST.JK2020Q3,Telecommunications Service Providers,5.599228931,1.31532E+11,77553225530,-2503918640,-1766515300,-0.035714286,-0.056074766,TRUE
JAST.JK,2020Q4,JAST.JK2020Q4,Telecommunications Service Providers,-7.887838013,1.14094E+11,65806896310,1693851620,8504647960,1.333333333,1.594059406,TRUE
JAST.JK,2021Q1,JAST.JK2021Q1,Telecommunications Service Providers,-3.0326495,1.0859E+11,58255296340,-2942070110,-8073401620,-0.273809524,-0.309160305,TRUE
JAWA.JK,2020Q1,JAWA.JK2020Q1,Food Producers,-1.379207017,3.50835E+12,3.17997E+12,11073456550,-31867217050,-0.054347826,-0.011363636,TRUE
JAWA.JK,2020Q2,JAWA.JK2020Q2,Food Producers,-2.707279928,3.51431E+12,3.28099E+12,-34758515070,-75519090020,-0.218390805,-0.218390805,TRUE
JAWA.JK,2020Q3,JAWA.JK2020Q3,Food Producers,-2.351270398,3.50985E+12,3.35866E+12,-25695689500,-64412018690,-0.235294118,-0.235294118,TRUE
JAWA.JK,2020Q4,JAWA.JK2020Q4,Food Producers,-2.334343836,3.49373E+12,3.26165E+12,-16578550420,-59217167200,0.884615385,0.846153846,TRUE
JAWA.JK,2021Q1,JAWA.JK2021Q1,Food Producers,-1.270024504,3.54831E+12,3.31818E+12,9003454900,-20600053140,-0.091836735,-0.0625,TRUE
JAYA.JK,2020Q1,JAYA.JK2020Q1,Industrial Transportation,1.210242422,92586229600,28411416470,1824980180,2453541730,-0.361445756,-0.34567903,TRUE
JAYA.JK,2020Q2,JAYA.JK2020Q2,Industrial Transportation,0.15112585,89173343200,27373535890,2071626130,2515318220,0.660377406,0.56603767,TRUE
JAYA.JK,2020Q3,JAYA.JK2020Q3,Industrial Transportation,0.464503591,88445512030,23823306640,702146640,2446747530,-0.158073282,-0.08289871,TRUE
JAYA.JK,2020Q4,JAYA.JK2020Q4,Industrial Transportation,1.590796187,82202146170,23057952590,946945320,1434942780,0.753424703,0.640000011,TRUE
JAYA.JK,2021Q1,JAYA.JK2021Q1,Industrial Transportation,1.754411566,80291487350,15456969920,2930309510,2942661850,-0.085937516,-0.048780484,TRUE
JECC.JK,2020Q1,JECC.JK2020Q1,Technology Hardware & Equipment,0.416673095,1.6486E+12,1.13259E+12,73219372000,30606465000,0.133603239,0.133603239,TRUE
JECC.JK,2020Q2,JECC.JK2020Q2,Technology Hardware & Equipment,-0.297809216,1.51205E+12,8.85996E+11,31665794000,16340624000,-0.007142857,-0.007142857,TRUE
JECC.JK,2020Q3,JECC.JK2020Q3,Technology Hardware & Equipment,0.653972404,1.445E+12,7.54094E+11,1831852000,-695274000,-0.107913669,-0.107913669,TRUE
JECC.JK,2020Q4,JECC.JK2020Q4,Technology Hardware & Equipment,-0.027596613,1.51395E+12,6.77135E+11,21021063000,18084446000,-0.096774194,-0.096774194,TRUE
JECC.JK,2021Q1,JECC.JK2021Q1,Technology Hardware & Equipment,0.230262395,1.55862E+12,7.78892E+11,-1567382000,8709829000,-0.026785714,0.160714286,TRUE
JGLE.JK,2020Q1,JGLE.JK2020Q1,Travel and Leisure,-0.72873803,3.40806E+12,1.24673E+12,-4093179450,-10878545430,0,0,TRUE
JGLE.JK,2020Q2,JGLE.JK2020Q2,Travel and Leisure,-0.863276549,3.38326E+12,1.25124E+12,-15687597030,-15268108450,0,0,TRUE
JGLE.JK,2020Q3,JGLE.JK2020Q3,Travel and Leisure,-0.537079684,3.36216E+12,1.24825E+12,-27481798460,-3939022790,0,0,TRUE
JGLE.JK,2020Q4,JGLE.JK2020Q4,Travel and Leisure,-0.517687786,3.35004E+12,1.25351E+12,-13892836550,-3251403820,0,0,TRUE
JGLE.JK,2021Q1,JGLE.JK2021Q1,Travel and Leisure,-1.394049922,3.32085E+12,1.27383E+12,-27556767950,-32538464940,0,0,TRUE
JKON.JK,2020Q1,JKON.JK2020Q1,Construction and Materials,-0.601641639,4.96276E+12,2.26827E+12,1.87878E+11,81395673000,-0.171999999,-0.180197995,TRUE
JKON.JK,2020Q2,JKON.JK2020Q2,Construction and Materials,-0.596569561,4.742E+12,2.333E+12,-13396190000,-39647429000,-0.033816442,-0.033816442,TRUE
JKON.JK,2020Q3,JKON.JK2020Q3,Construction and Materials,0.195460302,4.60125E+12,2.13915E+12,-2821227000,-232319000,-0.143957373,-0.143957373,TRUE
JKON.JK,2020Q4,JKON.JK2020Q4,Construction and Materials,2.21249401,4.56532E+12,2.02615E+12,36485374000,89948790000,0.176470588,0.170588235,TRUE
JKON.JK,2021Q1,JKON.JK2021Q1,Construction and Materials,-1.0012623,4.24571E+12,1.91915E+12,1.21934E+11,1.05489E+11,-0.485,-0.487437186,TRUE
JPFA.JK,2020Q1,JPFA.JK2020Q1,Food Producers,1.536837352,2.76437E+13,1.67861E+13,7.26092E+11,1.32374E+11,-0.381107508,-0.400651451,TRUE
JPFA.JK,2020Q2,JPFA.JK2020Q2,Food Producers,-0.668851728,2.77964E+13,1.71429E+13,46601000000,-2.13735E+11,0.268510297,0.282240195,TRUE
JPFA.JK,2020Q3,JPFA.JK2020Q3,Food Producers,0.450345137,2.67982E+13,1.613E+13,4.04933E+11,-1.49474E+11,-0.067510583,0.008620694,TRUE
JPFA.JK,2020Q4,JPFA.JK2020Q4,Food Producers,3.481260946,2.59518E+13,1.52739E+13,1.45667E+12,1.09385E+12,0.325791925,0.269230699,TRUE
JPFA.JK,2021Q1,JPFA.JK2021Q1,Food Producers,3.120772758,3.27383E+13,2.11725E+13,1.33095E+12,1.00563E+12,0.310580193,0.373737425,TRUE
JRPT.JK,2020Q1,JRPT.JK2020Q1,Real Estate Investment and Services Development,1.852778871,1.15367E+13,4.36444E+12,2.15671E+11,1.94953E+11,-0.353333407,-0.359322036,TRUE
JRPT.JK,2020Q2,JRPT.JK2020Q2,Real Estate Investment and Services Development,1.713650313,1.16647E+13,4.63655E+12,2.14299E+11,1.99402E+11,0.051546491,0.084656156,TRUE
JRPT.JK,2020Q3,JRPT.JK2020Q3,Real Estate Investment and Services Development,2.672450707,1.13526E+13,4.03168E+12,3.23483E+11,3.06907E+11,0.068343285,0.078614402,TRUE
JRPT.JK,2020Q4,JRPT.JK2020Q4,Real Estate Investment and Services Development,2.599222073,1.14815E+13,3.9503E+12,3.43937E+11,2.96114E+11,0.456310695,0.435406702,TRUE
JRPT.JK,2021Q1,JRPT.JK2021Q1,Real Estate Investment and Services Development,1.667849156,1.16799E+13,3.98927E+12,1.90679E+11,1.93829E+11,-0.041666663,-0.050000079,TRUE
JSKY.JK,2020Q1,JSKY.JK2020Q1,Alternative Energy,-1.835321517,5.42057E+11,3.17658E+11,-12791661010,-7910382130,-0.623809524,-0.626213592,TRUE
JSKY.JK,2020Q2,JSKY.JK2020Q2,Alternative Energy,1.04156755,4.88918E+11,2.65204E+11,12108651420,2495873880,0.113924051,0.064935065,TRUE
JSKY.JK,2020Q3,JSKY.JK2020Q3,Alternative Energy,0.049415788,4.86091E+11,2.56472E+11,6389165360,-440662460,2.363636364,2.609756098,TRUE
JSKY.JK,2020Q4,JSKY.JK2020Q4,Alternative Energy,2.298972105,5.17568E+11,2.82077E+11,17355279300,15622877530,-0.222972973,-0.243243243,TRUE
JSKY.JK,2021Q1,JSKY.JK2021Q1,Alternative Energy,-2.008052368,4.95492E+11,2.63309E+11,-5565425520,-11098991610,-0.460869565,-0.450892857,TRUE
JSMR.JK,2020Q1,JSMR.JK2020Q1,Industrial Transportation,0.519203749,1.01102E+14,8.16785E+13,1.6628E+12,-1.33045E+13,-0.509178758,-0.516908236,TRUE
JSMR.JK,2020Q2,JSMR.JK2020Q2,Industrial Transportation,-0.624067526,1.02691E+14,8.38622E+13,4.29751E+11,-2.31316E+12,0.738684643,0.766503632,TRUE
JSMR.JK,2020Q3,JSMR.JK2020Q3,Industrial Transportation,-0.101848747,1.03467E+14,8.46345E+13,1.29498E+12,2.44171E+11,-0.179545455,-0.175,TRUE
JSMR.JK,2020Q4,JSMR.JK2020Q4,Industrial Transportation,0.171547586,1.04087E+14,8.50122E+13,1.07846E+12,-4.75388E+12,0.282548476,0.280991736,TRUE
JSMR.JK,2021Q1,JSMR.JK2021Q1,Industrial Transportation,-0.016314991,1.05659E+14,8.64234E+13,1.53034E+12,-1.46856E+12,-0.127429806,-0.111827957,TRUE
JSPT.JK,2020Q1,JSPT.JK2020Q1,Travel and Leisure,-3.534524843,5.57071E+12,3.19231E+12,51145713000,61522068000,-0.102439035,-0.102439035,TRUE
JSPT.JK,2020Q2,JSPT.JK2020Q2,Travel and Leisure,0.879116793,5.38149E+12,3.28163E+12,-11491434000,-2.28579E+11,0.081521749,0.081521749,TRUE
JSPT.JK,2020Q3,JSPT.JK2020Q3,Travel and Leisure,-2.104174995,5.50333E+12,3.09174E+12,-81034372000,54185540000,-0.000344838,-0.000344838,TRUE
JSPT.JK,2020Q4,JSPT.JK2020Q4,Travel and Leisure,0.495148913,5.75163E+12,3.3017E+12,-58289492000,-1.37317E+11,-0.137055838,-0.137055838,TRUE
JSPT.JK,2021Q1,JSPT.JK2021Q1,Travel and Leisure,-1.802081145,5.70953E+12,3.53523E+12,-9873690000,84626227000,-0.023529412,-0.023529412,TRUE
JTPE.JK,2020Q1,JTPE.JK2020Q1,Industrial Support Services,9.938087083,1.1527E+12,4.54728E+11,1.58654E+11,95869472570,-0.153061251,-0.153061251,TRUE
JTPE.JK,2020Q2,JTPE.JK2020Q2,Industrial Support Services,0.828670696,1.1726E+12,4.54237E+11,15167652120,-2579918490,-0.060240925,-0.066265049,TRUE
JTPE.JK,2020Q3,JTPE.JK2020Q3,Industrial Support Services,-1.831508151,1.22325E+12,5.34686E+11,-24353192550,-23400206890,0.190197511,0.204568264,TRUE
JTPE.JK,2020Q4,JTPE.JK2020Q4,Industrial Support Services,4.383519661,1.23769E+12,5.48732E+11,77827738200,-14465610080,0.128491566,0.133333333,TRUE
JTPE.JK,2021Q1,JTPE.JK2021Q1,Industrial Support Services,2.859719386,1.0381E+12,3.17013E+11,44279137090,45295816610,0.376237697,0.269607799,TRUE
KAEF.JK,2020Q1,KAEF.JK2020Q1,Pharmaceuticals and Biotechnology,0.083417169,1.71996E+13,1.1111E+13,72506543000,-83721893000,0.047999973,0.027999993,TRUE
KAEF.JK,2020Q2,KAEF.JK2020Q2,Pharmaceuticals and Biotechnology,0.208405442,1.7514E+13,1.03086E+13,1.60836E+11,-54809936000,-0.145038198,-0.143968847,TRUE
KAEF.JK,2020Q3,KAEF.JK2020Q3,Pharmaceuticals and Biotechnology,-0.0322344,1.76877E+13,1.06884E+13,2.04198E+11,-61887726000,1.580357265,1.890909045,TRUE
KAEF.JK,2020Q4,KAEF.JK2020Q4,Pharmaceuticals and Biotechnology,-0.141284117,1.75628E+13,1.08783E+13,1.39505E+11,-67574499000,0.470588171,0.364779792,TRUE
KAEF.JK,2021Q1,KAEF.JK2021Q1,Pharmaceuticals and Biotechnology,0.086725704,1.74659E+13,1.05694E+13,1.48485E+11,-99518432000,-0.397647061,-0.394009168,TRUE
KARW.JK,2020Q1,KARW.JK2020Q1,Personal Goods,-5.029615553,3.08959E+11,8.79196E+11,-16414263000,-10123604000,-0.21875,-0.206349206,TRUE
KARW.JK,2020Q2,KARW.JK2020Q2,Personal Goods,1.14902698,2.76692E+11,7.69636E+11,0,7822113400,0,0,TRUE
KARW.JK,2020Q3,KARW.JK2020Q3,Personal Goods,4.466995393,3.04795E+11,8.07409E+11,13227040400,18899482000,0.06,0.1,TRUE
KARW.JK,2020Q4,KARW.JK2020Q4,Personal Goods,-0.210355706,2.9271E+11,7.68845E+11,320252400,9290689200,0.41509434,0.363636364,TRUE
KARW.JK,2021Q1,KARW.JK2021Q1,Personal Goods,-4.689714324,2.86415E+11,7.92641E+11,-14117505600,-8089382400,-0.173333333,-0.146666667,TRUE
KAYU.JK,2020Q1,KAYU.JK2020Q1,Construction and Materials,1.023604674,1.09226E+11,27533119080,37826920,-3642434900,-0.264705882,-0.242424242,TRUE
KAYU.JK,2020Q2,KAYU.JK2020Q2,Construction and Materials,-1.527443359,1.17094E+11,30027474710,1466198360,1148137030,0,0,TRUE
KAYU.JK,2020Q3,KAYU.JK2020Q3,Construction and Materials,0.55402243,1.13482E+11,39624203330,-2309754350,-1987267150,0,0,TRUE
KAYU.JK,2020Q4,KAYU.JK2020Q4,Construction and Materials,0.330610905,1.10333E+11,35373496370,856774960,910013170,0.54,0.56,TRUE
KAYU.JK,2021Q1,KAYU.JK2021Q1,Construction and Materials,0.115138237,1.13421E+11,31989066850,538143100,551314460,0.181818182,0.141025641,TRUE
KBLI.JK,2020Q1,KBLI.JK2020Q1,Electronic and Electrical Equipment,-0.70395363,3.01758E+12,1.31356E+12,1.77504E+11,1.51521E+11,-0.203809524,-0.241121495,TRUE
KBLI.JK,2020Q2,KBLI.JK2020Q2,Electronic and Electrical Equipment,-2.568843082,2.98668E+12,7.90196E+11,-13125920000,-3102707000,-0.057416268,-0.02955665,TRUE
KBLI.JK,2020Q3,KBLI.JK2020Q3,Electronic and Electrical Equipment,-0.22042588,2.8583E+12,8.38512E+11,-74698694000,-62238027000,-0.208121827,-0.21319797,TRUE
KBLI.JK,2020Q4,KBLI.JK2020Q4,Electronic and Electrical Equipment,1.124959351,3.00972E+12,7.13178E+11,9342732000,-468761000,0.230769231,0.335483871,TRUE
KBLI.JK,2021Q1,KBLI.JK2021Q1,Electronic and Electrical Equipment,0.350533235,2.80954E+12,7.7921E+11,23611006810,64023051070,-0.020833333,-0.106280193,TRUE
KBLM.JK,2020Q1,KBLM.JK2020Q1,Electronic and Electrical Equipment,0.206279607,1.24567E+12,3.94636E+11,6071076660,6661641890,-0.138157828,-0.192052997,TRUE
KBLM.JK,2020Q2,KBLM.JK2020Q2,Electronic and Electrical Equipment,0.000744085,1.15672E+12,3.0567E+11,1579476760,-2860250890,-0.111378251,-0.028785327,TRUE
KBLM.JK,2020Q3,KBLM.JK2020Q3,Electronic and Electrical Equipment,-0.14163612,1.07938E+12,2.41114E+11,-1441856440,-9847344730,-0.138392826,-0.144736856,TRUE
KBLM.JK,2020Q4,KBLM.JK2020Q4,Electronic and Electrical Equipment,0.525021402,1.02676E+12,1.8515E+11,471177930,7782602690,0.119170958,0.148717933,TRUE
KBLM.JK,2021Q1,KBLM.JK2021Q1,Electronic and Electrical Equipment,-0.665903723,1.07071E+12,2.36719E+11,-11433388770,-8054786480,-0.00925924,-0.0625,TRUE
KBLV.JK,2020Q1,KBLV.JK2020Q1,Telecommunications Service Providers,-4.704519337,7.44188E+12,5.26344E+12,-2.01754E+11,-1.81752E+11,0.313868613,0.277372263,TRUE
KBLV.JK,2020Q2,KBLV.JK2020Q2,Telecommunications Service Providers,4.653174497,7.35293E+12,5.84608E+12,-3.41473E+11,-3.33655E+11,0.027777778,0.057142857,TRUE
KBLV.JK,2020Q3,KBLV.JK2020Q3,Telecommunications Service Providers,-1.021941621,6.64572E+12,5.41519E+12,3.28236E+11,3.56687E+11,-0.259459459,-0.254054054,TRUE
KBLV.JK,2020Q4,KBLV.JK2020Q4,Telecommunications Service Providers,0.749364217,6.60605E+12,4.77594E+12,-73365000000,-59734000000,0.496350365,0.420289855,TRUE
KBLV.JK,2021Q1,KBLV.JK2021Q1,Telecommunications Service Providers,-0.513989614,6.6985E+12,4.69307E+12,24076000000,61139000000,-0.12195122,-0.107142857,TRUE
KDSI.JK,2020Q1,KDSI.JK2020Q1,Household Goods and Home Construction,1.372517433,1.27089E+12,6.48239E+11,30215594620,29040735720,-0.414529915,-0.398268398,TRUE
KDSI.JK,2020Q2,KDSI.JK2020Q2,Household Goods and Home Construction,0.864123163,1.27871E+12,6.49723E+11,25197049200,18691126550,0.080291971,0.064748201,TRUE
KDSI.JK,2020Q3,KDSI.JK2020Q3,Household Goods and Home Construction,1.369939842,1.22098E+12,5.78653E+11,29283865320,20863597660,-0.060810811,-0.060810811,TRUE
KDSI.JK,2020Q4,KDSI.JK2020Q4,Household Goods and Home Construction,1.193133795,1.24571E+12,5.82239E+11,29317013370,25382262000,0.18705036,0.129496403,TRUE
KDSI.JK,2021Q1,KDSI.JK2021Q1,Household Goods and Home Construction,1.591465817,1.38442E+12,7.00438E+11,31456636840,30732142200,-0.060606061,0.025477707,TRUE
KIAS.JK,2020Q1,KIAS.JK2020Q1,Construction and Materials,-0.574942534,1.11518E+12,3.82164E+11,-1.68475E+11,-1.41882E+11,-0.21875,-0.230769231,TRUE
KIAS.JK,2020Q2,KIAS.JK2020Q2,Construction and Materials,-2.630247297,1.05425E+12,2.74132E+11,-7923008300,5206369500,0,0,TRUE
KIAS.JK,2020Q3,KIAS.JK2020Q3,Construction and Materials,-1.770166937,1.03679E+12,2.41727E+11,-27271707920,-16684303550,0,0,TRUE
KIAS.JK,2020Q4,KIAS.JK2020Q4,Construction and Materials,0.197705908,1.02138E+12,2.43613E+11,-17921731360,-6716902820,0,0.02,TRUE
KIAS.JK,2021Q1,KIAS.JK2021Q1,Construction and Materials,0.060917686,1.00386E+12,2.2776E+11,-5031175790,12431635250,0.04,0.019607843,TRUE
KICI.JK,2020Q1,KICI.JK2020Q1,Household Goods and Home Construction,-0.398868798,1.60149E+11,65463957070,-485522700,7576290,0.306930693,0.257425743,TRUE
KICI.JK,2020Q2,KICI.JK2020Q2,Household Goods and Home Construction,-0.354714952,1.58619E+11,73417903700,1358947190,20022110,-0.291666667,-0.232283465,TRUE
KICI.JK,2020Q3,KICI.JK2020Q3,Household Goods and Home Construction,-0.281905858,1.57071E+11,72453345740,-612759890,106649010,0.315508021,0.282051282,TRUE
KICI.JK,2020Q4,KICI.JK2020Q4,Household Goods and Home Construction,1.033981509,1.57023E+11,71350865050,-560259760,238834290,-0.138211382,-0.204,TRUE
KICI.JK,2021Q1,KICI.JK2021Q1,Household Goods and Home Construction,3.103422751,1.67417E+11,76253665510,2182376800,2306783960,0.122641509,0.236180905,TRUE
KIJA.JK,2020Q1,KIJA.JK2020Q1,Real Estate Investment and Services Development,-6.228082497,1.22143E+13,6.81191E+12,1.07285E+11,72541782060,-0.582191781,-0.612244898,TRUE
