Firm,Period,Code,ICB Sector,ROA_in_percent,TA,Total_Liabilities,Operating_Income,FCF,Return_EndCurrQ,Return_BegNextQ,USE
BYAN.JK,2020Q4,BYAN.JK2020Q4,"Oil, Gas and Coal",15.19883967,2.27409E+13,1.10675E+13,3.96687E+12,2.88248E+12,0.2233201,0.2233201,TRUE
BYAN.JK,2021Q1,BYAN.JK2021Q1,"Oil, Gas and Coal",10.28022834,2.65762E+13,1.16711E+13,3.46092E+12,2.31325E+12,-0.193861067,-0.192245532,TRUE
CAKK.JK,2020Q1,CAKK.JK2020Q1,Construction and Materials,0.605583437,3.37767E+11,1.13896E+11,2590540070,-4500819600,-0.285714286,-0.275362319,TRUE
CAKK.JK,2020Q2,CAKK.JK2020Q2,Construction and Materials,-2.413651981,3.07011E+11,90922018750,-8350189900,-15938941850,0,0,TRUE
CAKK.JK,2020Q3,CAKK.JK2020Q3,Construction and Materials,-0.61832142,3.22857E+11,1.08715E+11,-1947305450,-2916375500,0,0.02,TRUE
CAKK.JK,2020Q4,CAKK.JK2020Q4,Construction and Materials,2.316863157,3.54901E+11,1.29373E+11,9990893770,-6540519360,0.04,0.019607843,TRUE
CAKK.JK,2021Q1,CAKK.JK2021Q1,Construction and Materials,0.235199907,3.51531E+11,1.25173E+11,1060522330,-7550421490,0.538461538,0.442307692,TRUE
CAMP.JK,2020Q1,CAMP.JK2020Q1,Food Producers,1.091693305,1.07688E+12,1.29834E+11,12557054570,7071881370,-0.580213897,-0.545454538,TRUE
CAMP.JK,2020Q2,CAMP.JK2020Q2,Food Producers,0.305404043,1.07097E+12,1.2157E+11,1568786710,10146097940,0.312101913,0.223529352,TRUE
CAMP.JK,2020Q3,CAMP.JK2020Q3,Food Producers,0.730851584,1.08957E+12,1.32278E+11,8516821990,1936216940,0.310679566,0.307692282,TRUE
CAMP.JK,2020Q4,CAMP.JK2020Q4,Food Producers,1.949992662,1.08687E+12,1.25162E+11,26117121470,32605120770,0.118518536,0.132353006,TRUE
CAMP.JK,2021Q1,CAMP.JK2021Q1,Food Producers,1.546932881,1.12536E+12,1.46539E+11,19589019510,26209685610,-0.225165578,-0.240259762,TRUE
CANI.JK,2020Q1,CANI.JK2020Q1,Industrial Transportation,-2.661328647,5.86821E+11,7.12918E+11,6603965200,21044856000,0.216049383,0.271604938,TRUE
CANI.JK,2020Q2,CANI.JK2020Q2,Industrial Transportation,-10.77501821,4.12259E+11,8.13157E+11,-16799269000,-144255000,-0.060913706,-0.101941748,TRUE
CANI.JK,2020Q3,CANI.JK2020Q3,Industrial Transportation,-2.607058538,4.18745E+11,7.31175E+11,-49482244400,-35763094400,-0.362162162,-0.362162162,TRUE
CANI.JK,2020Q4,CANI.JK2020Q4,Industrial Transportation,-2.409882079,3.80413E+11,7.63587E+11,-11643909200,2593438400,-0.050847458,-0.101694915,TRUE
CANI.JK,2021Q1,CANI.JK2021Q1,Industrial Transportation,-2.516361193,3.76747E+11,7.16022E+11,-9871945200,4014457200,0.5625,0.575471698,TRUE
CARS.JK,2020Q1,CARS.JK2020Q1,Retailers,0.288709073,7.63991E+12,6.2368E+12,-2.37256E+11,-3.34412E+11,-0.731182796,-0.725274725,TRUE
CARS.JK,2020Q2,CARS.JK2020Q2,Retailers,-1.071202624,7.08531E+12,6.04767E+12,38193472440,-2.048E+11,0,0,TRUE
CARS.JK,2020Q3,CARS.JK2020Q3,Retailers,-2.088705726,6.81001E+12,5.61959E+12,-45464557030,59659024940,0,0,TRUE
CARS.JK,2020Q4,CARS.JK2020Q4,Retailers,-12.91824451,5.68717E+12,5.48278E+12,-1.12388E+11,-1.26391E+11,0,0,TRUE
CARS.JK,2021Q1,CARS.JK2021Q1,Retailers,-1.481423972,5.49272E+12,5.02117E+12,-6.75202E+11,-8.16529E+11,0,0,TRUE
CASA.JK,2020Q1,CASA.JK2020Q1,Investment Banking and Brokerage Services,0.063896195,3.22889E+13,2.96204E+13,-1.50777E+11,-17232086860,0.028708134,-0.038461538,TRUE
CASA.JK,2020Q2,CASA.JK2020Q2,Investment Banking and Brokerage Services,0.217286715,3.05636E+13,2.586E+13,-21237000000,-14342000000,-0.069767442,0,TRUE
CASA.JK,2020Q3,CASA.JK2020Q3,Investment Banking and Brokerage Services,0.167225627,3.25691E+13,2.39959E+13,1.27742E+11,53328000000,-0.035,-0.035,TRUE
CASA.JK,2020Q4,CASA.JK2020Q4,Investment Banking and Brokerage Services,-0.112884612,3.38385E+13,2.59111E+13,65990000000,55114000000,-0.025906736,-0.025906736,TRUE
CASA.JK,2021Q1,CASA.JK2021Q1,Investment Banking and Brokerage Services,0.105857706,3.46402E+13,2.72484E+13,-38347000000,-15988000000,0.021276596,0.021276596,TRUE
CASS.JK,2020Q1,CASS.JK2020Q1,Industrial Transportation,4.444201284,2.03938E+12,1.30381E+12,1.3147E+11,75912753000,-0.129032258,-0.035714286,TRUE
CASS.JK,2020Q2,CASS.JK2020Q2,Industrial Transportation,-11.80376743,1.61244E+12,1.17324E+12,1.18866E+11,-2.62758E+11,-0.651851852,-0.638888889,TRUE
CASS.JK,2020Q3,CASS.JK2020Q3,Industrial Transportation,5.019993244,1.68517E+12,1.21632E+12,89162000000,72174000000,0.117021277,0.087179487,TRUE
CASS.JK,2020Q4,CASS.JK2020Q4,Industrial Transportation,-3.420257914,1.55265E+12,1.12378E+12,-61416000000,-44897000000,0.285714286,0.254716981,TRUE
CASS.JK,2021Q1,CASS.JK2021Q1,Industrial Transportation,-1.415598991,1.49821E+12,1.08514E+12,-14976000000,-15075000000,0.311111111,0.240601504,TRUE
CCSI.JK,2020Q1,CCSI.JK2020Q1,Electronic and Electrical Equipment,1.042265171,4.24182E+11,94365871000,5793967000,2642515000,-0.279069799,-0.29069765,TRUE
CCSI.JK,2020Q2,CCSI.JK2020Q2,Electronic and Electrical Equipment,0.830872508,4.40378E+11,1.16159E+11,5482006000,-9883459000,0.373901272,0.396424133,TRUE
CCSI.JK,2020Q3,CCSI.JK2020Q3,Electronic and Electrical Equipment,1.469916759,4.52262E+11,1.23171E+11,7893053000,6063867000,0.016129044,-0.008064491,TRUE
CCSI.JK,2020Q4,CCSI.JK2020Q4,Electronic and Electrical Equipment,2.897115291,5.00779E+11,1.61596E+11,16504064000,9011045000,-0.039682534,-0.024390226,TRUE
CCSI.JK,2021Q1,CCSI.JK2021Q1,Electronic and Electrical Equipment,3.156698741,4.58637E+11,1.05762E+11,19515967000,13281376000,-0.041322308,-0.025000045,TRUE
CEKA.JK,2020Q1,CEKA.JK2020Q1,Food Producers,4.698213111,1.43147E+12,2.33826E+11,77029589380,63623127310,-0.281437102,-0.28279881,TRUE
CEKA.JK,2020Q2,CEKA.JK2020Q2,Food Producers,0.041231238,1.36923E+12,1.71004E+11,-4277430100,-1579345400,0.662499928,0.642276442,TRUE
CEKA.JK,2020Q3,CEKA.JK2020Q3,Food Producers,3.51769188,1.38477E+12,1.97605E+11,53075360620,48412888860,-0.116211547,-0.114121937,TRUE
CEKA.JK,2020Q4,CEKA.JK2020Q4,Food Producers,4.50254349,1.56667E+12,3.05959E+11,81715563250,62421924470,0.065671601,0.067647003,TRUE
CEKA.JK,2021Q1,CEKA.JK2021Q1,Food Producers,3.11819228,1.58046E+12,2.7068E+11,59020971640,42300207860,0.036414591,0.033057891,TRUE
CENT.JK,2020Q1,CENT.JK2020Q1,Telecommunications Service Providers,0.20174567,6.23251E+12,2.71419E+12,66772000000,-74051000000,-0.301369863,-0.37037037,TRUE
CENT.JK,2020Q2,CENT.JK2020Q2,Telecommunications Service Providers,-0.475020975,8.02876E+12,3.38914E+12,72041000000,17475000000,0.588235294,0.588235294,TRUE
CENT.JK,2020Q3,CENT.JK2020Q3,Telecommunications Service Providers,-0.761483054,8.09163E+12,5.46495E+12,1.53434E+11,-1.45605E+12,0.641975309,0.666666667,TRUE
CENT.JK,2020Q4,CENT.JK2020Q4,Telecommunications Service Providers,-5.41955194,7.62915E+12,5.58163E+12,1.10767E+11,-53770000000,0.067669173,0.081481481,TRUE
CENT.JK,2021Q1,CENT.JK2021Q1,Telecommunications Service Providers,-2.142457437,7.85008E+12,5.15741E+12,-2.70972E+11,-3.92973E+11,1,1,TRUE
CFIN.JK,2020Q1,CFIN.JK2020Q1,Finance and Credit Services,0.777133752,1.18766E+13,7.09014E+12,2.73212E+11,93887370000,-0.362068966,-0.307971014,TRUE
CFIN.JK,2020Q2,CFIN.JK2020Q2,Finance and Credit Services,0.082650493,1.11552E+13,6.35928E+12,1.57486E+11,12094948000,0.113513514,0.005235602,TRUE
CFIN.JK,2020Q3,CFIN.JK2020Q3,Finance and Credit Services,-0.372201341,1.08755E+13,6.12056E+12,83848265000,-36283584000,-0.063106796,-0.005208333,TRUE
CFIN.JK,2020Q4,CFIN.JK2020Q4,Finance and Credit Services,-0.139355307,1.09175E+13,6.17227E+12,1.07961E+11,-4457079000,0.212435233,0.298429319,TRUE
CFIN.JK,2021Q1,CFIN.JK2021Q1,Finance and Credit Services,0.405558946,9.09261E+12,4.30685E+12,1.69444E+11,49398748000,0.051282051,0.008064516,TRUE
CINT.JK,2020Q1,CINT.JK2020Q1,Household Goods and Home Construction,0.10297743,5.21616E+11,1.42938E+11,3469621970,3214291680,-0.07284763,0.007194281,TRUE
CINT.JK,2020Q2,CINT.JK2020Q2,Household Goods and Home Construction,0.095305069,5.1764E+11,1.36844E+11,173278760,2549878700,-0.085879209,-0.085879209,TRUE
CINT.JK,2020Q3,CINT.JK2020Q3,Household Goods and Home Construction,-0.401728954,5.04628E+11,1.27587E+11,-1189187850,-1797919380,-0.070866144,-0.070866144,TRUE
CINT.JK,2020Q4,CINT.JK2020Q4,Household Goods and Home Construction,0.253355774,4.98021E+11,1.23322E+11,8664729600,4415708490,0.016949153,0.016949153,TRUE
CINT.JK,2021Q1,CINT.JK2021Q1,Household Goods and Home Construction,-0.533497626,5.11314E+11,1.39152E+11,-810125370,-22671830,0,-0.008333331,TRUE
CITA.JK,2020Q1,CITA.JK2020Q1,Industrial Metals and Mining,6.660802894,4.84477E+12,1.8464E+12,1.7854E+11,-50026603670,-0.071428609,-0.044117582,TRUE
CITA.JK,2020Q2,CITA.JK2020Q2,Industrial Metals and Mining,4.212568879,4.36282E+12,1.12604E+12,1.89993E+11,2.7666E+11,0.107692303,0.107692303,TRUE
CITA.JK,2020Q3,CITA.JK2020Q3,Industrial Metals and Mining,5.007180406,4.34398E+12,6.7162E+11,2.57561E+11,2.11877E+11,0.389923324,0.389923324,TRUE
CITA.JK,2020Q4,CITA.JK2020Q4,Industrial Metals and Mining,-1.225340129,4.1348E+12,7.49179E+11,1.35726E+11,2.11881E+11,0.246861951,0.255230116,TRUE
CITA.JK,2021Q1,CITA.JK2021Q1,Industrial Metals and Mining,4.689041028,4.42719E+12,6.80164E+11,1.18657E+11,-49248742430,-0.070469785,-0.099999983,TRUE
CITY.JK,2020Q1,CITY.JK2020Q1,Real Estate Investment and Services Development,0.013076313,1.00288E+12,1.12169E+11,31024756320,31567954700,-0.52173913,-0.495412844,TRUE
CITY.JK,2020Q2,CITY.JK2020Q2,Real Estate Investment and Services Development,-0.384581917,9.86455E+11,1.96048E+11,-454739110,290988660,-0.054545455,-0.054545455,TRUE
CITY.JK,2020Q3,CITY.JK2020Q3,Real Estate Investment and Services Development,-0.453906841,9.82403E+11,1.83444E+11,-4804594610,-3646015740,1.057692308,1.096153846,TRUE
CITY.JK,2020Q4,CITY.JK2020Q4,Real Estate Investment and Services Development,7.623583737,9.52923E+11,1.8386E+11,-5216664910,-4297216960,-0.186915888,-0.091743119,TRUE
CITY.JK,2021Q1,CITY.JK2021Q1,Real Estate Investment and Services Development,0.090823148,9.61864E+11,80562499030,73295318160,73845044750,0.954022989,0.606060606,TRUE
CLAY.JK,2020Q1,CLAY.JK2020Q1,Travel and Leisure,1.184206605,6.68862E+11,4.75862E+11,15396255650,-18443999300,-0.376404494,-0.31092437,TRUE
CLAY.JK,2020Q2,CLAY.JK2020Q2,Travel and Leisure,-1.706981881,6.49746E+11,4.68007E+11,-7418760450,-1255998390,-0.184684685,-0.264227642,TRUE
CLAY.JK,2020Q3,CLAY.JK2020Q3,Travel and Leisure,-4.001738814,6.35757E+11,4.79697E+11,-22433132610,-13840810970,0.071823204,0.071823204,TRUE
CLAY.JK,2020Q4,CLAY.JK2020Q4,Travel and Leisure,-2.072481991,6.26758E+11,4.83766E+11,-16496311170,-660894220,-0.31185567,-0.355670103,TRUE
CLAY.JK,2021Q1,CLAY.JK2021Q1,Travel and Leisure,-5.264545718,6.21306E+11,5.08238E+11,-19271242270,-10451754370,-0.191011236,-0.196,TRUE
CLEO.JK,2020Q1,CLEO.JK2020Q1,Beverages,2.758480018,1.32576E+12,5.24004E+11,56675125300,989229110,-0.26336634,-0.259405937,TRUE
CLEO.JK,2020Q2,CLEO.JK2020Q2,Beverages,2.194226497,1.3397E+12,5.11401E+11,49424289490,-22498005980,0.252688196,0.245989318,TRUE
CLEO.JK,2020Q3,CLEO.JK2020Q3,Beverages,2.221687786,1.32306E+12,4.65181E+11,48773697590,14900701430,-0.042918447,-0.025751043,TRUE
CLEO.JK,2020Q4,CLEO.JK2020Q4,Beverages,2.922630046,1.31094E+12,4.16194E+11,58150991840,48963023160,0.121076262,0.145374376,TRUE
CLEO.JK,2021Q1,CLEO.JK2021Q1,Beverages,3.122755376,1.36883E+12,4.30742E+11,58124005190,43091152610,-0.080000048,-0.115384603,TRUE
CLPI.JK,2020Q1,CLPI.JK2020Q1,Chemicals,1.581170015,7.12009E+11,2.2062E+11,18814758870,8225019650,-0.374025957,-0.365161347,TRUE
CLPI.JK,2020Q2,CLPI.JK2020Q2,Chemicals,0.463878089,7.17529E+11,2.30017E+11,15558537650,5909196500,0.545642994,0.524390267,TRUE
CLPI.JK,2020Q3,CLPI.JK2020Q3,Chemicals,1.565451492,6.57272E+11,2.32216E+11,5967387560,5932969940,0.007427564,0.008468717,TRUE
CLPI.JK,2020Q4,CLPI.JK2020Q4,Chemicals,1.690635439,6.48203E+11,1.78522E+11,14528277400,12397549210,0.170542538,0.19230773,TRUE
CLPI.JK,2021Q1,CLPI.JK2021Q1,Chemicals,2.184139162,7.13589E+11,1.58112E+11,17122790530,13077943300,0.079470287,0.077419352,TRUE
CMNP.JK,2020Q1,CMNP.JK2020Q1,Industrial Transportation,1.068166915,1.54767E+13,8.32613E+12,4.11681E+11,1.79897E+11,-0.22819232,-0.22819232,TRUE
CMNP.JK,2020Q2,CMNP.JK2020Q2,Industrial Transportation,0.439372299,1.56389E+13,8.168E+12,2.39637E+11,-69739992290,-0.068749977,-0.131249972,TRUE
CMNP.JK,2020Q3,CMNP.JK2020Q3,Industrial Transportation,0.553596131,1.51596E+13,8.23352E+12,1.28457E+11,-50427425600,-0.261744956,-0.226618698,TRUE
CMNP.JK,2020Q4,CMNP.JK2020Q4,Industrial Transportation,0.355686775,1.64979E+13,7.63664E+12,2.09697E+11,2.1212E+11,0.564569974,0.559372064,TRUE
CMNP.JK,2021Q1,CMNP.JK2021Q1,Industrial Transportation,0.793470656,1.62456E+13,7.54752E+12,2.0692E+11,-3.28251E+11,0.305194805,0.333333333,TRUE
CNKO.JK,2020Q1,CNKO.JK2020Q1,"Oil, Gas and Coal",-2.345099871,2.6236E+12,2.12292E+12,-3406041000,-26959473000,0,0,TRUE
CNKO.JK,2020Q2,CNKO.JK2020Q2,"Oil, Gas and Coal",20.14140191,1.7689E+12,2.18956E+12,9898725000,-2.2584E+11,0,0,TRUE
CNKO.JK,2020Q3,CNKO.JK2020Q3,"Oil, Gas and Coal",-1.83927176,1.7761E+12,2.13385E+12,7878666000,-98747727000,0,0,TRUE
CNKO.JK,2020Q4,CNKO.JK2020Q4,"Oil, Gas and Coal",-13.53179428,1.63515E+12,2.13401E+12,15629635000,-14690866000,0,0,TRUE
CNKO.JK,2021Q1,CNKO.JK2021Q1,"Oil, Gas and Coal",-6.255064774,1.64407E+12,2.20243E+12,25284300000,-11819961000,0,0,TRUE
COCO.JK,2020Q1,COCO.JK2020Q1,Food Producers,0.492459323,2.44206E+11,1.41081E+11,6868192420,3431197540,-0.032967033,-0.100529101,TRUE
COCO.JK,2020Q2,COCO.JK2020Q2,Food Producers,0.406208713,2.49668E+11,1.33626E+11,5039520910,2078645890,-0.045454545,-0.058823529,TRUE
COCO.JK,2020Q3,COCO.JK2020Q3,Food Producers,-0.189957147,2.67534E+11,1.38088E+11,4290729720,1791640530,0.083333333,0.1375,TRUE
COCO.JK,2020Q4,COCO.JK2020Q4,Food Producers,0.37957104,2.63754E+11,1.56443E+11,2559546910,987279110,-0.230769231,-0.065934066,TRUE
COCO.JK,2021Q1,COCO.JK2021Q1,Food Producers,1.382956111,2.8357E+11,1.51685E+11,4195224360,557476230,-0.642857143,-0.708235294,TRUE
CPIN.JK,2020Q1,CPIN.JK2020Q1,Food Producers,3.002506245,3.07515E+13,8.2265E+12,1.50304E+12,6.28808E+11,-0.239999984,-0.277566478,TRUE
CPIN.JK,2020Q2,CPIN.JK2020Q2,Food Producers,2.32672106,3.20047E+13,8.77054E+12,1.23759E+12,5.77193E+11,0.128542452,0.173684097,TRUE
CPIN.JK,2020Q3,CPIN.JK2020Q3,Food Producers,1.985728327,3.12396E+13,9.28554E+12,9.78322E+11,5.62767E+11,0.031523148,0.054243933,TRUE
CPIN.JK,2020Q4,CPIN.JK2020Q4,Food Producers,5.093550023,3.11593E+13,9.21689E+12,8.74656E+11,-8.85951E+11,0.149779792,0.116379315,TRUE
CPIN.JK,2021Q1,CPIN.JK2021Q1,Food Producers,4.547013399,3.28388E+13,7.82626E+12,0,1.39388E+12,0.072796876,0.077220114,TRUE
CPRO.JK,2020Q1,CPRO.JK2020Q1,Food Producers,0.345923996,6.43194E+12,6.17351E+12,-2.42821E+11,-3.24236E+11,0,0,TRUE
CPRO.JK,2020Q2,CPRO.JK2020Q2,Food Producers,-0.783546205,6.00026E+12,6.0596E+12,1.39054E+11,29711000000,0,0,TRUE
CPRO.JK,2020Q3,CPRO.JK2020Q3,Food Producers,-6.774726917,6.20398E+12,5.67276E+12,-38741000000,-23414000000,0,0,TRUE
CPRO.JK,2020Q4,CPRO.JK2020Q4,Food Producers,7.20333754,6.07261E+12,6.29223E+12,88670000000,-3.83386E+11,0,0,TRUE
CPRO.JK,2021Q1,CPRO.JK2021Q1,Food Producers,-1.588750779,6.15096E+12,5.71877E+12,2.26292E+11,4.70155E+11,0,0,TRUE
CSAP.JK,2020Q1,CSAP.JK2020Q1,Retailers,0.308389962,7.08605E+12,4.76313E+12,87735070000,-1.5786E+11,-0.159999953,-0.186666669,TRUE
CSAP.JK,2020Q2,CSAP.JK2020Q2,Retailers,0.212796852,6.70961E+12,5.24299E+12,81935120000,-62640977000,-0.074074126,-0.043715844,TRUE
CSAP.JK,2020Q3,CSAP.JK2020Q3,Retailers,0.458957117,7.10081E+12,4.85677E+12,69786022000,12629753000,-0.120215587,-0.120215587,TRUE
CSAP.JK,2020Q4,CSAP.JK2020Q4,Retailers,-0.090124077,7.61627E+12,5.22764E+12,91493032000,20458432000,0.261437841,0.261437841,TRUE
CSAP.JK,2021Q1,CSAP.JK2021Q1,Retailers,0.938644178,7.75532E+12,5.7133E+12,83377874000,-2.81613E+11,0.041450847,0.031088135,TRUE
CSIS.JK,2020Q1,CSIS.JK2020Q1,Household Goods and Home Construction,1.108779994,5.85146E+11,3.28328E+11,4643617730,3474920470,-0.418604651,-0.444444444,TRUE
CSIS.JK,2020Q2,CSIS.JK2020Q2,Household Goods and Home Construction,-0.291061209,5.6376E+11,4.47934E+11,8532939470,6337811360,0,0,TRUE
CSIS.JK,2020Q3,CSIS.JK2020Q3,Household Goods and Home Construction,2.003234553,5.51302E+11,4.29203E+11,1969059680,-1687239830,0,0,TRUE
CSIS.JK,2020Q4,CSIS.JK2020Q4,Household Goods and Home Construction,-0.534826958,5.38263E+11,4.12001E+11,12011432430,10868025770,0.3,0.22,TRUE
CSIS.JK,2021Q1,CSIS.JK2021Q1,Household Goods and Home Construction,1.552755213,5.28247E+11,4.0151E+11,3327860,-2256483090,0.2,0.360655738,TRUE
CTBN.JK,2020Q1,CTBN.JK2020Q1,Industrial Metals and Mining,0.82063634,2.50433E+12,8.33091E+11,32063893000,18745163000,-0.247619048,-0.247619048,TRUE
CTBN.JK,2020Q2,CTBN.JK2020Q2,Industrial Metals and Mining,0.955918994,1.97449E+12,5.02483E+11,30202123800,39309087000,0.033755274,0.033755274,TRUE
CTBN.JK,2020Q3,CTBN.JK2020Q3,Industrial Metals and Mining,-0.812075938,1.90933E+12,3.86222E+11,7525957600,-4638390400,0,0,TRUE
CTBN.JK,2020Q4,CTBN.JK2020Q4,Industrial Metals and Mining,-3.633094632,1.83144E+12,4.37355E+11,-38623759200,-60481933200,0.314285714,0.224489796,TRUE
CTBN.JK,2021Q1,CTBN.JK2021Q1,Industrial Metals and Mining,-1.044495184,1.78897E+12,3.67136E+11,-20353990800,-4055290800,0.180124224,0.193333333,TRUE
CTRA.JK,2020Q1,CTRA.JK2020Q1,Real Estate Investment and Services Development,0.496988394,3.78701E+13,2.08435E+13,1.05761E+12,7.96291E+11,-0.573076938,-0.590243892,TRUE
CTRA.JK,2020Q2,CTRA.JK2020Q2,Real Estate Investment and Services Development,-0.058586788,3.78842E+13,2.31599E+13,3.86353E+11,1.83004E+11,0.373873852,0.440476205,TRUE
CTRA.JK,2020Q3,CTRA.JK2020Q3,Real Estate Investment and Services Development,0.224890222,3.87843E+13,2.30221E+13,1.61155E+11,-14800000000,0.070868251,0.129937811,TRUE
CTRA.JK,2020Q4,CTRA.JK2020Q4,Real Estate Investment and Services Development,2.877047572,3.92552E+13,2.40692E+13,2.78257E+11,16691000000,0.527131769,0.533333383,TRUE
CTRA.JK,2021Q1,CTRA.JK2021Q1,Real Estate Investment and Services Development,0.834994552,3.95123E+13,2.39231E+13,1.82232E+12,1.14203E+12,0.111675181,0.101449222,TRUE
CTTH.JK,2020Q1,CTTH.JK2020Q1,Construction and Materials,-2.704230391,7.48379E+11,4.45046E+11,-9569350950,-14408329280,-0.257142857,-0.257142857,TRUE
CTTH.JK,2020Q2,CTTH.JK2020Q2,Construction and Materials,-0.079179869,7.45465E+11,4.71279E+11,-8453896880,-19086549940,-0.038461538,-0.038461538,TRUE
CTTH.JK,2020Q3,CTTH.JK2020Q3,Construction and Materials,-0.98802749,7.48721E+11,4.68958E+11,-4248439730,1005843750,0,0.02,TRUE
CTTH.JK,2020Q4,CTTH.JK2020Q4,Construction and Materials,-1.850190852,6.93601E+11,4.79595E+11,-992545390,-6399523910,0.1,0.039215686,TRUE
CTTH.JK,2021Q1,CTTH.JK2021Q1,Construction and Materials,-1.296043458,6.88019E+11,4.63916E+11,-5807794120,-9886368100,0.145454545,0.188679245,TRUE
DART.JK,2020Q1,DART.JK2020Q1,Real Estate Investment and Services Development,-1.212067171,6.75874E+12,3.56582E+12,-22388012000,-2.08852E+11,-0.012820513,-0.012820513,TRUE
DART.JK,2020Q2,DART.JK2020Q2,Real Estate Investment and Services Development,-1.694180748,6.6982E+12,3.52627E+12,10803180000,-66492536000,-0.090909091,-0.123376623,TRUE
DART.JK,2020Q3,DART.JK2020Q3,Real Estate Investment and Services Development,-1.452143522,6.67473E+12,3.57973E+12,-33345131000,-96105486000,-0.15,-0.177777778,TRUE
DART.JK,2020Q4,DART.JK2020Q4,Real Estate Investment and Services Development,-1.596633094,6.65612E+12,3.65343E+12,-18921591000,-79892860000,-0.058823529,-0.045045045,TRUE
DART.JK,2021Q1,DART.JK2021Q1,Real Estate Investment and Services Development,-1.443633491,6.75217E+12,3.74201E+12,-21247658000,-92109732000,-0.0625,0.028301887,TRUE
DAYA.JK,2020Q1,DAYA.JK2020Q1,Retailers,-1.573843599,7.49385E+11,5.91346E+11,-8800432000,-655928000,0.306666667,0.563758389,TRUE
DAYA.JK,2020Q2,DAYA.JK2020Q2,Retailers,-3.135725485,6.89702E+11,5.54225E+11,-21444647000,-3247220000,0.530612245,0.287553648,TRUE
DAYA.JK,2020Q3,DAYA.JK2020Q3,Retailers,-2.379139478,6.67915E+11,5.48588E+11,-16675036000,-2494000,-0.041666667,-0.041666667,TRUE
DAYA.JK,2020Q4,DAYA.JK2020Q4,Retailers,0.22394604,7.0853E+11,5.88387E+11,936637000,25559626000,-0.32173913,-0.366956522,TRUE
DAYA.JK,2021Q1,DAYA.JK2021Q1,Retailers,-1.281826883,6.85817E+11,5.7461E+11,-8151494000,16086469000,-0.292307692,-0.28021978,TRUE
DEFI.JK,2020Q1,DEFI.JK2020Q1,Investment Banking and Brokerage Services,0.628996177,1.00859E+11,1289485340,757301520,907170630,-0.015189873,0,TRUE
DEFI.JK,2020Q2,DEFI.JK2020Q2,Investment Banking and Brokerage Services,-0.114586428,96922043090,725353160,660628540,624933820,-0.074550129,-0.052631579,TRUE
DEFI.JK,2020Q3,DEFI.JK2020Q3,Investment Banking and Brokerage Services,-0.591021815,85816917380,596396260,-136134250,-93523510,-0.105555556,-0.102777778,TRUE
DEFI.JK,2020Q4,DEFI.JK2020Q4,Investment Banking and Brokerage Services,-1.44571491,83031815040,575809110,-562257140,-525301780,0.046583851,0.046439628,TRUE
DEFI.JK,2021Q1,DEFI.JK2021Q1,Investment Banking and Brokerage Services,-2.228653572,1.0232E+11,583856840,-1535262550,-1205840740,-0.029673591,-0.032544379,TRUE
DEWA.JK,2020Q1,DEWA.JK2020Q1,Industrial Metals and Mining,0.482790865,7.62732E+12,4.37769E+12,55616882400,-48194413600,0,0,TRUE
DEWA.JK,2020Q2,DEWA.JK2020Q2,Industrial Metals and Mining,0.126779927,8.78206E+12,4.95463E+12,1.08405E+11,-1.64607E+11,0,0,TRUE
DEWA.JK,2020Q3,DEWA.JK2020Q3,Industrial Metals and Mining,0.007323995,8.23618E+12,4.42943E+12,-837045400,28414167600,0,0,TRUE
DEWA.JK,2020Q4,DEWA.JK2020Q4,Industrial Metals and Mining,0.02833234,8.29028E+12,4.30387E+12,31373095600,1.18848E+11,0,0,TRUE
DEWA.JK,2021Q1,DEWA.JK2021Q1,Industrial Metals and Mining,0.136232031,7.73098E+12,3.95131E+12,25143814800,22886604000,0,0,TRUE
DFAM.JK,2020Q1,DFAM.JK2020Q1,Real Estate Investment and Services Development,-0.278800832,3.24806E+11,2.38983E+11,3499020380,3974664140,-0.155,-0.13,TRUE
DFAM.JK,2020Q2,DFAM.JK2020Q2,Real Estate Investment and Services Development,-3.376395989,3.2211E+11,2.31296E+11,-534030030,-4061045520,-0.01183432,-0.103448276,TRUE
DFAM.JK,2020Q3,DFAM.JK2020Q3,Real Estate Investment and Services Development,0.748221087,3.1576E+11,2.38852E+11,-10860476070,-12287090170,0.047904192,0.121794872,TRUE
DFAM.JK,2020Q4,DFAM.JK2020Q4,Real Estate Investment and Services Development,-1.574290316,3.08397E+11,2.29819E+11,2113609180,3846858340,-0.411428571,-0.422857143,TRUE
DFAM.JK,2021Q1,DFAM.JK2021Q1,Real Estate Investment and Services Development,-1.943596451,3.08848E+11,2.24626E+11,-7408846160,5573208220,-0.145631068,-0.138613861,TRUE
DGIK.JK,2020Q1,DGIK.JK2020Q1,Construction and Materials,-0.685298099,1.28744E+12,6.6552E+11,35366621270,17815566040,0,0,TRUE
DGIK.JK,2020Q2,DGIK.JK2020Q2,Construction and Materials,-0.620032155,1.21016E+12,6.2575E+11,-18085342130,-2500482960,0,0,TRUE
DGIK.JK,2020Q3,DGIK.JK2020Q3,Construction and Materials,-0.902553228,1.11649E+12,5.56213E+11,-7538279120,-2459728420,0,0,TRUE
DGIK.JK,2020Q4,DGIK.JK2020Q4,Construction and Materials,1.10318304,1.10698E+12,4.73072E+11,-18325637890,-4739585210,0,0,TRUE
